,Job,Company,Location,Salary,Date,Education,Experience,Type,Scope,Detail,Url
82,高级爬虫开发工程师,佛山市德朗司科技有限公司,佛山-南海区,0.5-1万/月,4月26日,本科,3-4年,民营公司,50-150人,岗位职责：1、负责分布式网络爬虫系统及数据库的设计与开发；2、设计爬虫策略和防屏蔽规则，解决封账号、封IP、验证码等难点攻克；3、编写大规模分布式网络爬虫（多线程、分布式调度、协议处理）；4、系统解决动态网页内容抓取、深度网页内容抓取的关键技术；5、数据清洗整理类产品的应用开发、优化；构建和开发在海量数据下多维分析的数据分析平台。任职要求：1、本科学历，计算机等相关专业， 2年及以上经验；2、Java或者Golang基础扎实，精通SSH等开源框架；3、熟悉MySql、Oracle、MongoDB一种或多种数据库开发技术，有较好的数据库设计能力；4、精通网页抓取原理及技术、深度抓取、动态网页技术抓取、浏览器模拟抓取技术，从结构化的和非结构化的数据中获取信息；5、精通爬虫和反爬技术，精通http底层协议；精通深度抓取、动态网页技术抓取、浏览器模拟抓取技术等；6、熟悉分布式系统、多线程；7、具有网络爬虫、网页信息抽取、web挖掘等搜索引擎等相关经验优先，做过电商平台商品信息采集项目者优先。我们的福利：1、公司位置：广佛线【礌岗/千灯湖地铁站】出口步行10分钟到达2、社会保障：购买五险一金3、餐饮便利：公司周边就是吃的，叫外卖也可以！4、住宿便利：公司附近有知名房地产公寓楼盘、出租房，房租价格实惠！5、购物、娱乐便利：公司附近就有万达广场、万科广场、中海寰宇城等大型商场，公园，健身房，生活配套设施齐备，逛街、下午茶很方便，工作、生活两不误！！6、员工活动：公司注重员工的身体健康，每季会组织一次集体活动，如：登山、郊外游等活动。优秀团队和个人会奖励出国旅游机会。7、奖罚制度：公司每月都会对出色的员工进行表彰并发放奖金8、晋升机制：完善的晋升考核奖励机制，管理岗位晋升及专业技能纵深双向发展通道9、优秀人才提供创业机会，加入合伙人团队，目前我司拥有成熟的合伙人机制和丰富的合伙人创业孵化成功经验10、培训体系：新同事入职后公司会提供入职培训及专业培训，入职引导人一对一帮带，对于不同级别及不同岗位均有相应专业及管理培训。公司不仅会出资让同事学习最前沿的电商营销技巧，也会大力投入，培养大家的管理能力，让大家不断提高自身综合能力，在各自的部门内都能独当一面。现阶段，公司求贤若渴，近两年内致力培育一批中层管理骨干，鼓励公司各个岗位上有想法，有能力的小伙伴积极为公司拓展新领域，开辟新战场，公司正在倾斜主要资源和资金去配合这些新创项目，同时提供充分的运营技术和管理技能培训，确保这些勇敢上进的小伙伴们都能成为新的项目主管，同时给予每个项目主管一定比例的分红。11、假期福利：带薪年假，带薪病假、婚假、产假、生育津贴、丧假等。12、日常福利：公司几乎每月举办生日会，水果下午茶福利，生日礼物，节日礼物等，如端午节送粽子，中秋节送月饼等13、年度调薪：每年至少有1次调薪机会14、一年一次说走就走的公司旅游15、试用期：1-3个月，我们给予新人莫大的认可与鼓励，以能力和结果为导向，帮助你提前达成目标，提前转正。16、其它福利正在逐步完善中。桂城分公司地址：佛山市南海区桂城街道桂澜北路4号中盛国际（雷岗地铁站B出口）平洲分公司地址：佛山市南海区桂城街道平洲大德社区怡居三街联系我时，请说是在前程无忧招聘网上看到的，谢谢！,https://jobs.51job.com/foshan-nhq/112228829.html?s=02
83,爬虫开发工程师,米德高斯大数据科技（上海）股份有限公司,上海-浦东新区,1.5-2万/月,4月26日,本科,3-4年,上市公司,150-500人,职责描述:1.参与爬虫系统的架构设计、核心模块(抓取调度，页面解析和结构化抽取，海量数据存储和读取等)开发，改进和提升爬虫效率；2.攻破各种反爬策略，快速解决各类技术疑难问题，建设反爬对抗组件库；3.完善爬虫的技术指标体系，并基于指标迭代优化爬虫基础能力，指标体系中，全面性指标的建立，基于随机采样，估计系统总体目标信息；4.技术难题攻关，解决实际开发过程碰到的各类问题；任职要求：1.计算机或相关专业，本科或以上学历，3年以上爬虫开发经验；2.精通至少一种开发语言，如Python、Java，熟练掌握至少一种开源爬虫框架，熟练掌握mongo、redis、mq、hadoop等相关技术；3.对爬虫有浓厚的兴趣，责任感强，有较好的交流沟通能力和团队合作能力；4.优先条件：参与过分布式爬虫系统设计和开发；有自己的爬虫作品；参与过开源爬虫项目并贡献代码；深入研究过开源爬虫项目源码。,https://jobs.51job.com/shanghai-pdxq/129894846.html?s=02
84,python爬虫工程师,汕尾市铁人信息技术有限公司,深圳-南山区,1-2万/月,4月26日,本科,3-4年,民营公司,50-150人,岗位职责：1.参与分布式爬虫系统的设计与开发，核心模块研发工作，改进和提升爬虫效率；2.攻破各种反爬策略，快速解决各类技术疑难问题，建设反爬对抗组件库；3.负责网页信息和APP数据抽取、清洗、消重等工作；4.实时监控爬虫进度和预警处理；精通至少一种开发语言，如Python、Java；5.熟练掌握至少一种开源爬虫框架，熟练掌握mongo、redis等相关技术；6.熟悉常见的反爬策略，有JavaScript反爬、APP反爬、抓包分析、反爬策略探测、逆向等领域经验的优先；任职要求:1.计算机及相关专业本科及以上学历，2年及以上相关工作经验，有一定的研究和解决问题的能力；2.对爬虫有浓厚的兴趣，责任感强，有较好的交流沟通能力和团队合作能力；深圳子公司名：风卓原创,https://jobs.51job.com/shenzhen-nsq/129445403.html?s=02
85,爬虫工程师,广州市巴图鲁信息科技有限公司,广州-海珠区,1-1.7万/月,4月26日,大专,2年,民营公司,500-1000人,1、负责各类数据爬取以及数据ETL工作；2、负责公司数据反爬技术优化与升级；任职要求：1、大专及以上学历，两年以上相关工作经验；2、熟悉linux系统，熟练掌握javascript、python、shell的使用；3、熟悉TCP/IP、HTTPS等网络协议，熟悉web前端，熟悉dom操作、xpath使用；4、有分布式爬虫开发经验，熟悉浏览器内核，有逆向js经验；4、有MySql、Mongodb、Redis使用经验，掌握git等工具和实践，有java后端相关开发经验优先；6、善于沟通，有良好的自我驱动学习能力，注重效率和团队意识，注重工程规范，具有团队管理经验优先。,https://jobs.51job.com/guangzhou-hzq/128463597.html?s=02
86,爬虫工程师/数据采集工程师,南京拾柴信息科技有限公司,南京-浦口区,0.8-1.2万/月,4月26日,大专,1年,民营公司,50-150人,岗位职责：1.负责进行多平台信息的抓取和分析;2.负责信息抽取、数据清洗等研发和优化工作;3.对数据进行深度挖掘和分析处理;4.系统日常运营维护和资源调度优化;5.技术难题攻关，解决实际开发过程碰到的各类问题。任职要求：1.熟练使用至少一种开发语言，如Python、Java;2.熟悉进程、现成、协程和网络编程;3.熟悉TCP/UDP、HTTP/HTTPS协议;4.熟练使用linux系统;5.熟练使用常见爬虫框架(如xpath/scrapy等);6.熟练使用mysql、mongodb、redis、pgsql等数据库;7.掌握基本数据结构和算法，能灵活使用编程技巧和设计模式等相关知识;8.有责任心，积极主动的学习和工作态度，思维灵活开放，有良好的沟通能力，善于跨团队合作;9.有分布式爬虫系统设计、工程化和运维经验者优先。,https://jobs.51job.com/nanjing-pkq/129820143.html?s=02
87,初级软件工程师(Python),重庆维普资讯有限公司,重庆-渝北区,5-9千/月,4月26日,本科,1年,民营公司,150-500人,1、负责当前定向爬虫工具的维护和更新；2、参与分布式爬虫的设计和研发；3、参与公司python公共库的开发与维护。任岗要求：1、计算机或者数学与应用数学相关专业，本科及以上学历；2、熟练使用正则表达式；3、熟悉关系型数据库（SQLServer、MySQL、PostgreSQL至少会一个），熟练各种基本SQL语句；4、熟悉TCP/UDP/HTTP等基础网络协议，有爬虫开发经验优先；5、具备python基础优先；7、责任心强、学习能力强，能承受一定工作压力，具有良好的沟通能力和团队合作精神；8、信奉Python哲学。,https://jobs.51job.com/chongqing-ybq/129086551.html?s=02
88,爬虫开发工程师助理,重庆凡事达科技有限公司,重庆-九龙坡区,0.5-1万/月,4月26日,大专,无需经验,民营公司,50-150人,岗位职责：1、辅助项目经理完成代码的编写与功能实现；2、参与项目的功能测试及反馈；3、完成项目经理交代的其他工作。任职要求：1、20-28周岁，大专及以上学历，专业不限；2、工作积极主动，能吃苦耐劳，有团队合作精神；3、善于发现及解决问题，有良好的语言沟通表达能力；4、热爱IT行业，学习能力强，对计算机具有较大兴趣者。5、有意者可以直接投递简历，我们看到简历会尽快回复,https://jobs.51job.com/chongqing-jlpq/126291410.html?s=02
89,搜索研发专家,西安万兴服务外包有限责任公司,异地招聘,2-3.5万/月,4月26日,本科,5-7年,民营公司,150-500人,岗位职责： 1、参与搜索平台的建设，负责搜索引擎架构设计和开发。2、深入理解业务，负责优化电商搜索精准度和性能。 3、负责运维搜索平台的基础运维工作，并与其他团队紧密合作。 岗位要求： 1、5 年及以上互联网相关领域的设计和开发经验，深度参与分布式系统架构设计，有很强的 架构能力。 2、有大型搜索引擎或推荐系统开发经验。 3、精通 elasticsearch，有二次开发经验者优先。 4、熟练掌握 Java，同时掌握其他语言如 C/C++、Python、Go 可加分。 5、专注搜索技术前沿发展方向，有很强技术热情。,https://jobs.51job.com/hangzhou-xhq/128687551.html?s=02
90,python软件开发工程师(Nodejs),中嘉康德有限公司,重庆-南岸区,0.8-1.3万/月,4月26日,本科,3-4年,民营公司,少于50人,岗位总体描述：负责部门下的平台运维、自动化运维工具和系统的开发工作。 工作内容 1、负责公司相关业务、产品和服务的开发和维护； 2、负责参与公司核心系统项目的开发工作； 3、负责根据项目的实际需要，进行技术方案的分析、选型； 4、负责相关平台的日常维护和代码的持续优化工作； 5、负责在系统稳健、代码质量方面，持续提供改进性意见并进行实施； 6、负责产品后端架构的设计、实现、改进和优化，确保后端服务稳定、可靠、高效； 7、负责上级领导安排的其他工作任务。 任职要求 教育背景： 本科及以上学历，计算机或软件相关专业毕业优先 经验要求： 至少3年以上Python或者NodeJS开发工作经验 基本要求： 1、精通Python或NodeJS脚本语言，有独立设计网页架构并实现的经验； 2、熟练Linux开发环境有良好编程习惯和文档编写习惯； 3、熟悉基础网络知识，如DNS、TCPIP、UDP、 HTTP等； 4、具备良好的组织协调能力、沟通能力、团队协作能力以及学习能力。,https://jobs.51job.com/chongqing-naq/123772774.html?s=02
91,Python开发工程师,建顺信息科技（广州）有限公司,广州-天河区,0.8-1.2万/月,4月26日,本科,2年,外资（非欧美）,50-150人,岗位职责：-负责数据平台的数据开发工作，了解业务需求并根据需求对数据进行获取，清洗，统计分析。-负责对代码进行编写，测试，部署直到用于生产环境，及后期维护。-负责BI报表开发及维护。岗位要求：-计算机相关专业本科或以上学历，2年以上工作经验；-精通python服务器端编程；-熟识hbase/redis/mongodb/mysql等存储服务，了解docker原理。-熟练数据处理流程，有数据获取，清洗，分析，建模相关经验，对数据与业务方面有足够的理解和敏感度，有流式数据处理经验更佳。 -良好的沟通能力，语言表达能力，团队协作力，工作细心，认真负责。建顺总部位于香港，现广州及新加坡均设有分公司，主营业务为为市场提供量身订制的专属配送系统。因公司近年业务急速发展，不断扩张海外市场，现急需IT人才扩大现有团队，组建多条队伍，以分别支持国内与海外线的业务。建顺诚邀杰出IT人才加入，我们将向您提供良好的晋升机会、具有竞争力的薪酬福利、五险一金、带薪年假、双休、弹性工作时间，期待您的加入。,https://jobs.51job.com/guangzhou-thq/127312267.html?s=02
92,爬虫开发工程师,北京扬帆启程信息技术有限公司,北京-朝阳区,1-1.5万/月,4月26日,大专,3-4年,民营公司,少于50人,"【岗位职责】：1.负责网页爬虫的技术研究、开发和维护升级；2. 研究各种网页形态，探寻特点和规律；【任职条件】：1.统招本科及以上学历，计算机相关专业；2.熟悉多线程编程，熟悉算法和数据结构3.熟悉HTTP 协议4.对如下技术有一定了解：js, css, ajax, xpath, hadoop, hive, etl, thrift, htmlunit, httpclient；5.在知名互联网公司有过相关实习经验优先。",https://jobs.51job.com/beijing-cyq/127871741.html?s=02
93,爬虫工程师,广东天人山水旅游管理有限公司,广州-从化区,0.7-1万/月,4月26日,本科,2年,民营公司,1000-5000人,1.负责数据产品平台爬虫系统的设计、研发与维护;2.设计爬虫策略与算法，提升抓取效果;3.持续优化系统，提高系统的稳定性与性能;任职要求：1.计算机相关专业，本科以上学历，2年以上爬虫相关工作经验2.熟悉并掌握至少1门语言：Python、Java，有丰富的爬虫系统开发经验;3.熟悉常用的数据结构和算法，熟悉常见设计模式;4.熟悉网络编程(Tcp/HTTP协议)以及Web登录认证的机制;5.能够解决反爬虫，网络异常等常见爬虫问题，有破解复杂验证码的经验;6.熟悉抖音、小红书、淘宝、美团、公众号等平台的数据抓取;7.有APP安全、逆向等领域的经验;8.熟悉Kafka/Hadoop/HBase等大数据相关技术优先考虑;9.已有2年以上网络爬虫或搜索引擎工作经验，参与过大规模数据爬虫优先考虑,https://jobs.51job.com/guangzhou-chq/129607881.html?s=02
94,Java爬虫工程师,元知智慧建设科技有限公司,北京-朝阳区,2-3.5万/月,4月26日,本科,5-7年,民营公司,50-150人,"岗位职责：负责爬虫平台的架构设计、数据库设计；设计爬虫策略和防屏蔽规则，提升网页抓取的效率和质量；负责爬虫核心算法的开发，对采集的信息进行数据清洗、入库及整理分析；负责持续跟踪分析爬虫系统的技术缺陷，对策略架构做出合理地调整和改进，持续不断提升爬虫系统的性能、时效性、稳定性、易用性.任职要求：全日制本科及以上学历，3年以上爬虫技术开发工作经验；精通Java编程语言，熟悉常用的爬虫框架；精通信息抓取和整合技术，从结构化和非结构化的数据中获取信息；精通反爬虫机制，处理账号限制、复杂验证码、模拟登陆等疑难问题；精通 HTML、XPath、正则表达式、AJAX等技术，熟悉HTTP、HTTPS等网络协议及数据抓包、分析；熟练使用Mysql,MongoDB,Redis数据库中至少一种。熟练应用分布式、多线程技术，有独立完成爬虫架构和部署经验；熟悉网络数据抓取的工作原理与工作流程，熟悉分布式、RPC、爬虫、消息队列等相关技丰富的Linux服务器部署、调优、问题排查、数据库SQL优化、性能优化经验；具有优秀的解决问题的能力，有较强的逻辑思维、独立思考和分析判断能力强；具有较强的沟通表达能力和良好的团队合作精神，较强的抗压能力和问题解决能力；责任感强，做事有耐心，认同公司企业文化，具有良好的职业操守。加分项：同时熟悉Java和Python优先。具有数据挖掘、自然语言处理等背景者优先；有新闻门户类爬虫经验者优先；有 CI/CD 自动化测试经验优先；",https://jobs.51job.com/beijing-cyq/127394041.html?s=02
95,爬虫工程师,广东省国际工程咨询有限公司,广州,20-30万/年,4月26日,本科,3-4年,国企,500-1000人,1.负责互联网站、网页、链接的特征挖掘；2.提供分布式爬虫和数据采集系统的技术实现方案；3.设计和开发分布式网络爬虫程序；4.分析静态网页结构，解析网页数据，对数据进行过滤，去重，结构化处理；5.设计优化爬虫调度系统，优化调度策略。【任职要求】1.全日制本科以上，计算机/软件工程相关专业，两年以上爬虫经验；2.扎实的Java/Python基础，熟悉多线程编程环境，熟悉常见开源框架；3.熟悉前端技术，HTML，JavaScript，Ajax等；4.熟练使用正则表达式，精通网页数据提取；5.熟悉抓取原理及技术，熟悉Scrapy、Pyspider、nutch等主流爬虫框架使用；6.具有构建分布式爬虫系统的经验，具有海量高并发网页爬取项目经验；7.熟悉数据库操作、SQL语言与优化，了解ETL过程以及操作工具；8.熟悉大数据数据库者优先；9.喜欢技术钻研，具有较强的学习能力，有独立解决问题的能力；,https://jobs.51job.com/guangzhou/126859714.html?s=02
96,爬虫开发工程师,上海六和勤强食品有限公司,上海-宝山区,2-3万/月,4月26日,本科,2年,合资,500-1000人,岗位描述：1、计算机相关专业，本科及以上学历，有2年以上爬虫相关经验；2、掌握至少一种开发语言Java/Python，具备良好的编码能力、扎实的数据结构知识 ；3、熟悉TCP/IP，HTTP及相关网络协议；4、了解各种Web前端技术，包括XHTML/XML/CSS/JavaScript/AJAX等；5、有反爬相关问题处理经验，熟悉常用的爬虫技术及架构设计；6、对分布式、多线程、缓存、消息队列等常用互联网技术有一定了解；7、热爱技术开发，善于学习，善于团队协作，能积极主动地参与公司产品研发等相关工作；8、熟悉移动端APP安全及逆向技术、图像识别技术、WebKit或其他浏览器引擎、JavaScript逆向技术，有相关经验者优先考虑。岗位职责：1、负责分布式网络爬虫系统的设计与开发工作；2、对多平台数据源（WEB/APP/H5/小程序等）进行数据采集及分析；3、通过逆向、图像识别、行为分析等技术提升爬虫核心技术突破；4、设计数据采集策略，提升数据采集效率及质量。,https://jobs.51job.com/shanghai-bsq/127576123.html?s=02
97,python爬虫工程师,广州三毛信息科技有限公司,广州-越秀区,0.8-1.3万/月,4月26日,本科,2年,民营公司,少于50人,岗位职责：1、负责现有数据采集系统的维护和性能优化；2、优化爬虫策略，提高获取数据的质量；3、研究防屏蔽原理，提升系统的稳定性；4、理解业务需求，满足业务功能开发。岗位要求：1、正规院校本科及以上学历，软件、计算机、通信、信息安全、网络工程等相关专业，2年及以上Python开发经验；2、熟悉自动化测试框架，发selenium，appnium，uiautomator等；3、熟悉爬虫及反爬原理，熟悉至少一项爬虫框架或工具（如Scrapy、Pyspider、nutch）；4、熟练掌握Python、Java、HTML5、JavaScript等开发语言；5、熟悉HTTP协议，熟悉正则表达式、XPath、CSS选择器等，了解常用验证码识别技术；6、熟悉Redis、Mysql，掌握MQ；7、擅长Web安全，了解常见的Web安全漏洞及原理；8、能独立开发，具有良好的分析问题和解决问题的能力，在关注的领域有深入的研究，并不断创新，对新技术有强烈的求知欲望，乐于钻研，善于分享。,https://jobs.51job.com/guangzhou-yxq/129255131.html?s=02
98,python爬虫工程师,北京聚源锐思数据科技有限公司,张家口,6-8千/月,4月26日,本科,1年,民营公司,50-150人,（一）岗位描述：1、负责设计和开发分布式网络爬虫系统，进行多平台信息的抓取和分析2、负责信息抽取、数据清洗等研发和优化工作3、负责抓取数据的深度提取和挖掘4、参与爬虫核心算法的策略优化研究，提升网页抓取的效率和质量。（二）任职要求：1、熟悉linux平台开发，精通Python/Java两种编程语言中的至少一种2、精通网页抓取原理及技术，精通正则表达式，从结构化的和非结构化的数据中获取信息3、熟悉Mysql，有过数据库调优和海量数据存储经验优先4、具有搜索相关技术研发经验者优先查看更多内容,https://jobs.51job.com/zhangjiakou/126470733.html?s=02
99,python爬虫开发工程师,广州帆起智造科技有限公司,广州-黄埔区,6-8千/月,4月26日,本科,2年,民营公司,150-500人,【岗位职责】1.？参与已有爬虫系统中作业的检验，设计和优化爬虫策略，充分利用已有服务器和宽带资源进行优化；2.？设计爬虫策略和防屏蔽规则，解决封账号、封IP、验证码等难点攻克，提升网页抓取的效率和质量3.？负责爬虫系统的架构设计与开发，编写大规模分布式网络爬虫（多线程、分布式调度、协议处理）；4.？负责指定网站进行网页内容抓取、深度网页内容抓取的关键技术以及数据清理提取；5.？负责数据的抓取、解析、清洗、入库、优化；构建和开发在海量数据下多维分析的数据分析平台。【任职要求】1.？本科以上专业，精通网络爬虫、互联网搜索、大数据新闻、网络多媒体、网络视频、即时通讯等技术，有着丰富的网络数据工程项目经验，具有网络爬虫、网页信息抽取等相关经验，做过电商平台商品采集项目者优先；2.？Python基础扎实，熟练运用各种爬虫库，精通Scrapy框架，了解Django框架(做网站的)，3.？熟悉Mysql、Redis、MongoDB一种或者多钟数据库开发技术，熟悉linux操作4.？熟练使用pandas，numpy，openpyxl处理数据5.？精通网页抓取原理及技术、深度抓取、动态网页技术抓取、浏览器模拟抓取技术，从结构化的和非结构化的数据中获取信息；6.？精通爬虫和反爬技术，精通http底层协议，了解TCPHTTP协议、HtmlJsCss、Ajax等技术；精通深度抓取、动态网页技术抓取、浏览器模拟抓取技术等；7.？熟悉分布式系统、多线程；8.？具有网络爬虫、网页信息抽取、web挖掘等搜索引擎等相关经验优先，做过电商平台商品信息采集项目者优先。9.？能够快速学习和掌握新技术，优秀的分析、解决问题能力，具备团队合作精神我们的福利：1、工作时间：朝九晚六，每天8个小时工作制。2、薪酬结构：底薪+提成+季度奖金+年终奖金，多劳多得，每年至少有1次调薪机会，还设有各类优秀评选奖励。3、免费午餐：公司每天都安排营养午餐供应，品种丰富，每周有特色免费的老火靓汤提供4、奖罚制度：公司每月都会对优秀的员工进行表彰并发放奖金、全勤奖5、社会保障：购买社保五险（养老、生育、工伤、失业、医疗保险）+商业意外险6、工作氛围：年轻活力、积极向上，每天有固定的休息放松时间7、晋升机制：完善的晋升考核奖励机制，管理岗位晋升及专业技能纵深双向发展通道8、员工活动：公司注重员工的身体健康，每季会组织一次集体活动，如：登山、郊外游等活动9、假期福利：带薪年假，带薪病假、婚假、产假、生育津贴、丧假等、10、日常福利：水果下午茶时间，生日礼物，节日礼物等，如端午节送粽子，中秋节送月饼等11、试用期：1-3个月，我们给予新人莫大的认可与鼓励，以能力和结果为导向，帮助你提前达成目标，提前转正。：公司每天都安排营养午餐供应。,https://jobs.51job.com/guangzhou-hpq/127470802.html?s=02
100,爬虫开发工程师,广东美云智数科技有限公司,佛山-顺德区,1.5-3.5万/月,4月26日,本科,3-4年,上市公司,1000-5000人,岗位职责:1、负责公司相关产品需求的爬虫开发与维护工作；2、负责应对重点采集平台的反爬博弈；任职资格:1、本科以上，计算机相关专业；2、有电商网站爬虫相关开发经验；3、扎实的Java语言基础，深刻理解TCP/IP协议，有一定前端开发经验，熟练运用js；4、熟悉常用中间件如redis、kafka等的使用。,https://jobs.51job.com/foshan-sdq/130911680.html?s=02
101,爬虫开发工程师,上海上虹医药有限公司,上海-闵行区,1.5-2万/月,4月26日,本科,3-4年,外资（非欧美）,50-150人,爬虫开发工程师职位描述1.负责开发网站/App爬虫系统，完成药品数据采集，解析入库等日常工作；2.负责爬虫核心技术研究，开发，优化爬虫策略，提高爬虫策略及稳定性；3.负责后台数据维护，能够独立开发设计爬虫采集系统；4.需携带作品，现场测试任职资格：1.本科及以上学历，计算机，电子信息等相关专业优先；2.3年以上爬虫工作经验，熟悉阿里，京东等主流电商平台反爬虫策略，有过各电商平台采集经验优先；3.精通python，JavaScript等脚本语言；4.较强的主动学习能力，较强的责任心；,https://jobs.51job.com/shanghai-mhq/130631530.html?s=02
102,python后端开发工程师,上海瀛太信息科技有限公司,上海,1-1.6万/月,4月26日,大专,2年,民营公司,少于50人,"岗位职责：1、熟悉Python编程语言，熟悉Django/Flask等任意Web框架一种或者多种，具备开发Web应用系统的项目经验。2、熟悉PostgreSQL或MySQL数据库操作，熟悉SQL语句编写和性能调优。3、熟悉mongodb，redis。4、具备web应用架构能力，能熟练使用常用设计模式。5、有Linux环境使用经验，可以看懂并简单修改Bash/C/Python/Java代码。6、理解并使用过源码管理工具/单元测试框架 /自动化测试工具。任职要求：1、沟通能力，自学能力强，有强烈的求知欲，有独立解决分析、解决问题的能力，良好的团队合作意识。 2、专科及以上学历，2年以上工作经验。 3、具备需求分析能力和系统设计能力。有以下经验者优先考虑：1、关注或参与过一个以上的开源项目,理解开源软件的开发流程；2、有安全或大数据的从业经验；3、有数据挖掘经验。4、熟悉敏捷开发流程。",https://jobs.51job.com/shanghai/123608071.html?s=02
103,Java开发工程师,深圳市年年卡网络科技有限公司,成都,1-1.5万/月,4月26日,本科,3-4年,上市公司,50-150人,1、负责公司管理后台相关功能模块的后端服务的设计、开发及后期维护升级；2、负责各银行的支付接口开发；3、负责各个充值供货商的接口开发；4、负责对一些新技术的研究和探索；任职要求：1.计算机相关专业，3年以上后台开发工作经验，Java基础扎实；2.深入了解Java开发工具及主流开发框架，具有大互联网架构经验，具有扎实的技术功底；3.熟悉Linux开发环境，熟练使用SHELL；4.对后端技术的发展趋势保持关注，接受开源思想，善用各种开源代码，能不断学习业界***，喜欢创新，愿意不断尝试新方法；5.能够熟练阅读英文文档，能通过查找各种英文资料解决实际问题；6.态度积极负责，有较强的代码能力，分析能力，逻辑清晰，思维严谨；7.擅长网络爬虫优先，这一点相当重要；8.有话费交易系统、支付系统开发经验优先；9.有大数据实践经验优先；,https://jobs.51job.com/chengdu/130171164.html?s=02
104,诚聘短视频引流技术人员,四川玖加壹人力资源有限公司,成都,0.8-1万/月,4月26日,大专,3-4年,民营公司,50-150人,四川智游教育投资管理有限公司主营招生咨询和投资办学，在职业教育市场耕耘近十年，在四川、重庆、贵州和云南拥有丰富的教育资源，人才战略是公司的***战略，2021年伊始，公司决定以开放共赢的定位欢迎有志于教育事业的朋友加盟公司，成为公司合伙人，合作共赢。1、三年以上短视频引流推广经验（相关专业大学生团队除外）2、具备一定的营销理念及策划执行能力3、有成功案例优先4、欢迎相关引流资源人士加盟合作？？,https://jobs.51job.com/chengdu/128482430.html?s=02
105,爬虫工程师,广州市佩升前研市场信息咨询股份有限公司,广州,0.6-1万/月,4月26日,大专,2年,上市公司,50-150人,岗位职责：1、基于公司内部采集框架，进行模板配置、爬虫程序开发；2、维护内部的爬虫代码，确保项目数据的准确性与完整性；3、支撑业务项目和产品的数据抓取需求，参与开发和扩展新的数据源；4、改进现有爬虫系统，设计和优化爬虫策略，提升爬虫抓取效率与稳定性；5、负责封账号、封IP、验证码等反爬虫技术难点的攻克。任职要求： 1、熟悉js逆向，***会app逆向（包括dex2jar，破壳，so层算法）； 2、会使用appium或者airtest等自动化测试，以及mitmproxy原理； 3、熟悉使用scrapy、feapder以及crawler等开源爬虫框架； 4、熟练使用mysql、mongodb以及redis； 5、熟悉linux，了解基本的linux语句； 6、有字体反爬、css反爬以及验证码（字体或者滑块）识别经验； 7、了解hive或者hadoop等大数据或者数据仓库技术的额外加分； 8、了解数据处理工具如panda、numpy的基础应用。,https://jobs.51job.com/guangzhou/131285661.html?s=02
106,爬虫开发工程师,北京弘毅知行科技有限公司,北京-西城区,1-1.5万/月,4月25日,本科,2年,民营公司,150-500人,"岗位职责1、负责对目标网站抓取数据进行分析，调优爬取策略2、负责爬虫平台的设计和开发，包括调度策略、分布式的设计与优化3、负责爬虫平台的监控和报警服务设计及优化，保证爬虫平台的稳定运行4、负责可视化采集模板的技术调研、设计及开发任职要求本科以上学历，计算机，通信，软件工程等相关专业；2、具有2年以上爬虫工作经验，熟练掌握 Python3、熟悉 scraps, WebMagic爬虫框架4、熟练掌握使用正则表达式、 XPath、CSS等方式抽取网页元数据",https://jobs.51job.com/beijing-xcq/127675790.html?s=02
107,中级爬虫工程师,深圳中泓在线股份有限公司,深圳,1.5-2.5万/月,4月25日,本科,3-4年,上市公司,150-500人,"1、负责定向数据的采集与爬取、解析处理、入库及备份等数据日常工作；2、研究主流网站的爬取方法及数据清洗处理，负责非定向数据的清洗、整理、整合及合并等工作；3、及时解决生产上的系统问题，并对用户提供技术支持。岗位要求：1、3年以上Linux环境Java/Python开发经验，至少2年以上爬虫系统开发经验；2、使用技术框架包括但不限于：Nutch，WebCollector，Scrapy，Selenium；3、熟练使用正则表达式、xpath解析数据、搜索策略、算法、数据聚类、重组技术，熟悉反爬虫；4、有过海量代理IP池建设，复杂验证码识别，熟练掌握安卓反编译经验优先；5、熟悉抓包工具(Wireshark,Fillder等)，熟悉网络通信编程，网页抓取原理及技术，熟悉HTTP传输协议，能模拟各类操作爬虫；熟悉爬虫实现原理机制；对分布式和多线程技术有一定了解；6、熟练掌握分布式爬虫，日采集量千万级别以上，并充分了解抓取策略(1、深度优先遍历策略 2、宽度优先遍历策略 3、反向链接数策略等)；7、有较强的学习能力，对技术有钻研精神，热衷于新技术的学习和实践；8、具有良好的团队协作精神，思维清晰敏捷，逻辑分析能力强。",https://jobs.51job.com/shenzhen/129872993.html?s=02
